ml_cape,ml_cin,ml_lcl,ml_lfc,mu_cape,mu_cin,mu_lcl,mu_lfc,sb_cape,sb_cin,best_cape,best_cin,cape0_3km,dn_cape,shr6,shr3,shr1,srh3,srh1,STP T03,STP T03 >0,lr0_3km,tmp_sfc,dwp_sfc,rh_sfc,pw,,magnitude
117.38,-6.93,752.62,3629.5,806.25,-1.41,680.9,3818.52,765.25,-4.05,81.38,-24.21,44.78,348.97,39.6478,15.496,18.7427,89.43,59.07,0.057151508,0.057151508,5.04,25.28,23.75,92.06,2.25,,0
42.62,-48.06,972.25,3501,1852.25,0,878.78,3750.53,1852.25,0.01,20.38,-91.45,0,177.45,40.2665,27.0218,17.4345,192.67,128.89,0.037888969,0.037888969,5.5,26.5,24.75,89.3,2.1,,0
802,-2.85,690.62,866,2134.25,-0.16,604.68,1009.56,2134.25,-0.16,634.25,-12.12,78.56,556.22,39.3583,33.3001,23.9242,279.93,199.78,1.376186082,1.376186082,5.44,26.83,25.18,90.58,2.28,,0
,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0
1418,-11.03,530.62,1986,1700.25,-0.56,500.43,998.68,979,-69.53,1700.12,-0.56,40.22,516.03,43.7378,27.6262,22.1257,63.58,32.96,0.50061429,0.50061429,5.26,23.75,20.82,82.9,1.95,,0
1249.56,-139.06,1017.75,2576,2597.62,-7.08,1506.05,1953.41,987.38,-211.82,2597.62,-7.08,9.29,983.47,52.3969,34.5679,22.3443,341.28,254.5,2.727854999,2.727854999,5.67,24.16,18.53,70.57,1.69,,1
584.81,-34.98,1441.62,1639.25,1852.75,-22.55,1524.75,1585.25,487,-169.38,668.38,-10.99,157.97,513.22,72.4234,29.6338,13.1289,40.97,-52.88,-0.20843169,0,7.42,13.86,9.22,82.49,0.74,,1
1298,-11.76,468.25,1514.5,1651.5,-0.7,782,970,1064,-25.62,1651.44,-0.7,119.44,317.71,25.8643,19.7937,32.1696,205.83,245.61,2.105029106,2.105029106,5.86,24.8,23.5,93.15,2.49,,0
457.59,-14.25,1058.38,1538.25,551.75,-6.54,1035.63,1370.12,142.5,-98.07,551.75,-6.55,82.34,476.25,23.2939,13.374,9.94646,42.4,39.71,0.066426756,0.066426756,7.15,16.48,8.14,64.48,0.79,,0
0,,1239.5,,764,-15.16,1853.13,1913.02,764,-15.15,1.38,-44.66,0,245.88,57.2533,39.3795,24.7129,105.96,31.76,0,0,6.08,13.57,11.12,71.6,0.75,,0
0,,1306.75,,148,-0.25,1805.26,1866.02,0,-9999,147.88,-0.25,0,333.29,58.6163,33.3876,21.021,117.2,34.05,0,0,5.96,12.8,7.8,59.56,0.72,,0
174.94,-6.95,1316.44,3663.75,942.25,-24.98,1293.41,3737.08,942.25,-24.99,146.12,-17.73,39.12,218.41,56.7799,38.0821,22.1259,98.13,26.73,0.030248796,0.030248796,6.83,15.01,9.5,69.38,0.74,,0
0,,944.62,,316.62,-25.25,1752.5,2369.71,316.62,-25.26,236.12,-15.27,0,516.81,64.6204,53.2618,24.614,380.5,243.44,0,0,6.95,21.85,11.89,52.95,0.92,,0
0,,944.62,,316.62,-25.25,1752.5,2369.71,316.62,-25.26,236.12,-15.27,0,516.81,64.6204,53.2618,24.614,380.5,243.44,0,0,6.95,21.85,11.89,52.95,0.92,,0
1393.38,-79.51,795.12,2221,1945.25,-33.89,1833.46,2050.04,1945.25,-33.89,1608.06,-6.3,36.55,879.88,66.1753,53.7174,30.6662,430.71,337.11,6.242084911,6.242084911,5.91,22.35,18.89,80.9,1.18,,1
1785.81,-72.4,795.75,1939.25,1880.38,-72.44,643.29,1939.08,1423.12,-129.27,1868.94,-70.14,70.51,1081.14,62.7996,47.7924,32.4094,512.59,434.5,9.780190485,9.780190485,5.56,21.17,18.2,82.63,1.16,,1
128.75,-99.67,475,3769.38,632.38,-0.01,1948.55,2000.8,0,-9999,632.31,-0.02,0,384.77,46.0666,30.8832,28.3046,228.78,193.73,0.292044391,0.292044391,4.57,18.56,17.22,89.21,1.56,,0
1718.81,-6.15,848.5,1180.12,3060.62,-0.02,836.24,1180.2,3060.62,-0.01,1697.94,-7.58,108.66,659.71,46.4197,21.2585,8.77166,113.14,58.44,0.894855889,0.894855889,6.14,29.01,24.71,77.13,2.11,,0
910.31,-23.08,667.75,2217.12,1611.5,-1.94,961.23,2494.29,1303.12,-13.94,734.38,-29.78,32.5,530.14,41.4218,23.2562,18.9897,205.22,146.49,1.226480757,1.226480757,5.57,25.75,23.43,86.96,2.21,,0
1837.06,-0.56,480.88,632,2314.25,-1.75,542.59,635.6,2050.5,-4.97,1767.62,-0.27,179.3,580.77,34.0872,19.051,18.0928,151.6,109.09,1.729579155,1.729579155,5.43,26.03,24.51,91.67,2.34,,0
85.94,-236.52,659.5,6674.5,1260.62,-18.05,3031.05,4497.3,1260.62,-18.03,567.25,-58.43,54.51,86.84,66.8913,50.5049,46.4389,523.17,471.14,0.605104707,0.605104707,4.28,26.21,24.11,87,2.49,,1
780.25,-5.12,668.75,986.75,1133.25,-0.01,678.59,938.11,965.75,-7.51,786.88,-4.39,231.99,447.74,60.34,47.2038,30.5258,487.95,276.93,2.892793675,2.892793675,6.94,24.28,23.05,92.32,2.13,,0
1068.94,-0.01,555.12,555.25,2392.38,0,490.65,537.15,2392.38,-0.01,1077.06,0.02,199.54,463.72,61.6587,39.6777,17.2176,275.73,153.98,2.443951242,2.443951242,6.4,26.44,24.97,93.83,2.29,,2
739,-54.9,1252,2429.5,832.25,-37.65,1273.83,2429.56,673.75,-93.85,832.19,-37.66,11.36,840.14,66.1799,45.2336,30.8923,392.14,349.98,2.13385114,2.13385114,6.76,22.1,13.78,59.13,1.13,,1
1590.94,-14.99,926.88,1190.5,1719.38,-8.94,925.43,1190.31,1168.75,-55.56,1719.31,-8.93,128.46,813.59,57.1485,45.2692,42.1012,442.3,391.75,6.37037034,6.37037034,6.54,22.34,15.72,65.96,1.18,,1
813.06,-37.42,786.5,1370,1203.25,-10.62,882.89,1270.64,127.38,-370.34,1203.25,-10.64,46.11,749.35,55.7163,45.097,48.5145,550.83,511.45,4.68593842,4.68593842,4.66,18.62,15.34,83.91,1.18,,2
616.69,-42.39,919.88,3544,970,-11.8,993.26,1336.14,55.62,-422.52,970,-11.8,19.96,888,54.8664,44.7611,47.8994,550.05,486.05,2.960568243,2.960568243,4.92,19.79,14.92,75.36,1.2,,2
813.06,-37.42,786.5,1370,1203.25,-10.62,882.89,1270.64,127.38,-370.34,1203.25,-10.64,46.11,749.35,55.7163,45.097,48.5145,550.83,511.45,4.68593842,4.68593842,4.66,18.62,15.34,83.91,1.18,,2
922.19,-14.8,848,1326,1723.12,-1.84,939.58,1325.95,1048.75,-19.16,870.12,-12.36,80.75,529.68,59.9016,54.2522,43.8833,436.42,366.3,3.885053276,3.885053276,6.27,21.75,16.9,72.95,1.41,,3
1144.12,-10.71,725.88,1128.5,1916.62,0.01,822.95,1128.45,1066.88,-18.13,1080.44,-9.54,109.91,533.61,64.5609,56.6736,46.7743,416.92,347.93,5.4574795,5.4574795,6.25,21.35,17.13,75.73,1.44,,3
865.12,-16.83,857.75,1470,1247.88,-8.43,809.7,1570.95,1054.12,-14.57,789.31,-22.67,53.36,501.8,58.1193,49.9216,44.314,445.73,397.21,3.802128732,3.802128732,6.31,21.86,16.61,71.25,1.39,,3
1100.44,-12.58,784.88,1326.5,1858.5,0.01,801.7,1326.45,1124,-16.57,1088.62,-12.67,87.6,547.11,60.1228,55.553,46.188,436.17,356.36,4.774879711,4.774879711,6.2,21.95,17.09,73.56,1.41,,2
954.19,-8.37,788.62,1074.75,1048.88,-9.06,761.23,1074.73,813.5,-31.74,1045.81,-6.76,114.41,354.7,58.8781,50.138,46.0783,544.99,488.16,5.537069653,5.537069653,6.13,20.82,16.61,76.63,1.46,,3
1131.12,-11.47,811.25,1166.25,1273.5,-13.65,719.1,1117.73,1040.25,-26.96,1255.62,-11.57,99.6,477.63,52.7451,48.3487,44.6267,507.77,456.6,5.39716864,5.39716864,6.28,21.51,16.74,73.51,1.45,,0
1097.31,-20.76,845.38,1567,1314.5,-7.59,925.12,1365,653.81,-89.88,1314.5,-7.61,64,796.79,52.5962,45.3215,40.9091,500.99,419.25,4.656339116,4.656339116,6.3,20.98,15.56,70.52,1.27,,2
403.5,-130.64,912.75,3402,730.69,-23.78,1405.5,2133,199.44,-263.95,730.69,-23.75,0,652.43,56.5143,40.0298,49.8016,501.49,501.37,2.071755029,2.071755029,5.35,18.31,13.88,75.55,1.14,,0
1122.12,-18.79,720.5,2356,1343.75,-3.62,917.16,2356,962.25,-52.46,1112.81,-14.29,58.84,514.76,60.8922,35.3945,27.175,164.84,155.11,2.260111192,2.260111192,6.52,18.98,14.37,74.15,0.91,,1
1479.69,-12.04,816.12,1117.25,1592.75,-3.34,867.68,1117.21,1103.25,-68.31,1592.75,-3.34,187.74,715.16,34.896,26.4649,23.6449,194.12,188.99,1.925491676,1.925491676,7.09,17.27,13.56,78.89,0.9,,1
739.75,-63.08,966,2019.25,894.12,-9.37,1339.93,1802.46,520.25,-149.56,894.19,-9.36,49.62,683.51,59.841,39.9824,31.4085,203.63,201.77,1.539251901,1.539251901,6.2,17.72,13.63,77.01,0.84,,3
753.81,-52.31,1124.25,1857.75,890.88,-72.66,1225.93,1857.71,794.38,-100.06,730.75,-44.55,81.7,711.85,61.1736,39.01,34.8568,266.65,251.31,1.691471167,1.691471167,6.6,19.46,14.6,73.73,0.81,,2
546.38,-82.44,1005.62,2347.5,734.5,-20.56,1383.55,2124.96,442.12,-146.78,734.44,-20.56,15.15,699.41,67.3523,42.9307,36.3035,253.13,246.29,1.50208716,1.50208716,6.11,18.17,13.97,76.79,0.89,,0
450.75,-34.53,743.62,1519.5,533.62,-37.11,1084.6,1519.38,239.25,-95.3,520.12,-13.34,90.67,605.48,61.9545,45.1811,38.9807,391.66,362.13,2.117594793,2.117594793,6,17.26,13.89,80.27,0.84,,2
450.75,-34.53,743.62,1519.5,533.62,-37.11,1084.6,1519.38,239.25,-95.3,520.12,-13.34,90.67,605.48,61.9545,45.1811,38.9807,391.66,362.13,2.117594793,2.117594793,6,17.26,13.89,80.27,0.84,,1
425.25,-42.09,699.38,1735.25,613.75,-10.14,1005.47,1369.63,171.62,-122.43,613.75,-10.14,72.5,615.82,62.2716,44.7827,38.2441,354.41,336.19,1.929826722,1.929826722,5.84,16.28,13.22,82.19,0.84,,0
328.62,-55.72,643.12,2033,720.5,-6.61,857.6,1245.13,83.12,-163.9,720.56,-6.62,48.37,619.57,68.7056,46.4256,40.0232,324.72,318.28,1.625120872,1.625120872,5.54,15.69,13.36,86.5,0.88,,0
423.44,-46.91,781.62,1652.25,658.62,-26.72,791.79,1496.91,159.25,-94.1,658.62,-26.7,93.36,618.05,58.3728,49.0656,46.6089,643.62,629.22,3.15817678,3.15817678,5.94,18.34,14.28,77.75,0.9,,1
584.62,-39.99,808.12,1633.12,1028.12,-10.79,837.24,1222.4,128.12,-162.75,1028.12,-10.81,60.7,705.19,47.6244,41.5001,35.1604,401.86,392.69,2.171872416,2.171872416,5.19,18.56,14.68,78.89,0.85,,1
1184.31,-7.41,633.75,1540.25,1297.81,-3.7,564.49,1540.21,1297.81,-3.68,1197.81,-7.63,75.28,798.47,40.6046,32.3437,30.1586,332.79,310.98,3.405273641,3.405273641,5.78,21.92,18.27,78.96,1.27,,0
321.5,-81.9,883.5,1974.25,837.88,-11.33,1309.66,1716.93,494,-78.01,837.94,-11.35,34.26,473,32.1653,26.2598,21.1943,92.31,84.62,0.162835496,0.162835496,6.18,22.42,17.57,75.23,1.5,,1
679.75,-15.9,866.62,1594,1100.25,-13.68,863.25,1492.5,568.38,-66.45,748.62,-10.84,77.97,397.05,33.8587,34.0151,20.1396,169.28,115.31,0.501315072,0.501315072,6.08,20.56,17.94,85.19,1.48,,0
1078.19,-1.06,879.81,975,2091,-0.31,852.12,1098.49,2091,-0.32,1023.44,-4.76,115.59,646.5,43.9898,38.5185,25.8447,213.91,153.74,1.361365075,1.361365075,6.71,23.38,19.11,77.01,1.25,,0
1013.12,-1.43,858,1002.75,1778.75,-0.06,820.12,1099.24,1778.75,-0.07,939.69,-6.7,98.93,723.31,44.7871,40.7695,29.9255,273.38,205.21,1.77225906,1.77225906,6.71,23.41,18.52,73.87,1.26,,0
445.88,-15.36,900.12,1545.5,1356.25,-0.43,1313.38,1363,1356.25,-0.42,776.62,-0.01,39.6,682.31,57.7308,52.9715,42.9815,451.44,380.41,1.795029324,1.795029324,6.38,22.01,17.84,77.24,1.24,,0
998.88,-8.33,911.88,1157.25,1240.25,-14.36,865.25,1108.75,1146.5,-32.23,1158,-5.83,98.8,909.28,49.4798,44.2505,37.5971,377.32,317.19,2.843061685,2.843061685,6.07,22.73,18.4,77.21,1.33,,1
821.5,-8.36,809.38,1309.75,1060.5,-9.55,1176.75,1275.25,1060.5,-9.54,763.38,-0.26,100.71,652,50.4206,45.1849,38.5733,377.5,304.29,2.501066162,2.501066162,6.23,22.34,17.76,75.46,1.28,,0
901.56,-11.01,774.25,1211.25,1017.75,-6.15,818.25,1162.25,968.5,-21.01,1017.75,-6.14,108.42,736.59,51.1852,44.9947,40.5417,400.29,331.88,3.12874935,3.12874935,6.09,21.89,17.91,78.59,1.28,,1
1008.19,-10.76,820.25,1139.75,1159,-15.55,907.25,1091.25,1159,-15.54,1105,-3.95,107.13,775.4,50.163,45.0321,41.6577,412.35,351.96,3.499918503,3.499918503,6.29,22.71,18.13,76.66,1.29,,1
931,-11.39,777.88,1304.25,1174.75,-7.15,777.75,1205.25,1174.75,-7.14,1031.12,-7.7,92.57,888.31,48.9396,45.2731,43.2728,411.69,356.72,3.31055004,3.31055004,6.52,22.84,17.74,74.28,1.28,,3
1231.38,-10.42,854.88,1206.5,2156.25,-1.24,961.88,1255.25,339,-119.93,1158.38,-2.78,79.72,874.44,48.6356,40.6013,33.7907,75,46.72,0.534009468,0.534009468,6.18,22.46,16.62,69.27,1.42,,0
973.5,-8.8,806.88,1121.5,1220.75,-10.27,714.5,1121.5,1220.75,-10.24,1027.38,-11.15,70.5,722.63,53.7536,45.7841,42.8706,457.31,391.48,4.073671138,4.073671138,6.18,22.68,18.2,76.44,1.32,,2
156.88,-44.17,735.38,2841.25,273.5,-19.96,1603.62,2841.25,137.75,-80.99,192.62,-10.03,1.54,536.44,65.8688,59.8981,40.8189,442.59,378.86,0.825153759,0.825153759,5.08,18.07,16.96,92.64,1.25,,1
854.88,-7.86,936.12,1094.5,1225.75,-36.55,960.75,1094.5,1225.75,-36.55,909,-3.34,82.01,635.31,58.3873,43.0425,29.9981,281.43,222.81,1.971966907,1.971966907,6.06,21.58,18.47,82.3,1.37,,1
1191.5,-4.55,734.75,1074.5,1292,-5.74,649.62,1074.5,1076.75,-18.18,1280.38,-4.59,66.27,810.25,54.2496,46.0526,40.1643,465.93,393.54,5.364195085,5.364195085,6.16,22.53,18.11,76.1,1.34,,2
393.5,-50.49,773.5,2886.75,806.5,-19.77,1454,2155.75,806.5,-19.74,618.12,-9.53,0.54,682.56,54.1975,49.2196,35.9524,451.87,370,1.613028411,1.613028411,5.55,20.82,17.94,83.22,1.33,,3
461.12,-47.8,747,2755,738.75,-27.87,1431.5,2304.25,738.75,-27.86,657.25,-13.72,1.71,739.47,52.7411,49.0596,37.4901,480.78,393.7,1.999532088,1.999532088,5.67,20.99,17.55,79.26,1.32,,1
1682.38,-13.05,981.38,1266.75,2734.25,0.01,931.5,1316,829,-107.36,1581.75,-25.59,97.72,955.22,47.5032,38.7999,36.1083,121.93,113.68,1.542382101,1.542382101,6.27,23.54,17.48,67.62,1.41,,1
1039,-7.57,677.5,2072.5,1229.5,-0.14,878.88,974.56,686.75,-45.19,1229.5,-0.13,21.8,791.88,57.9738,53.4563,47.3451,523.57,451.51,5.994584954,5.994584954,5.83,22.17,17.18,73.14,1.34,,0
510.88,-33.91,836,2686.5,971.5,-24.3,1160.75,1400.31,338.75,-112.88,644.12,-1.72,5.63,678.28,62.4464,51.0897,35.1025,405.61,349.95,2.165878228,2.165878228,5.25,18.9,16.92,87.85,1.27,,1
789.75,-23.79,760.75,1481.25,1139.5,-0.02,1266.75,1316.56,598.5,-66.03,1139.38,0,53.81,620.66,56.829,58.5378,47.5311,596.01,479.37,4.443632937,4.443632937,5.59,20.16,17.08,81.2,1.35,,1
874.62,-15.94,772.38,2086,1013.5,-1.77,1018.38,1163.56,615.75,-59.69,1013.5,-1.78,11.93,752.16,53.5915,54.5626,46.9624,519.39,436.51,4.186221649,4.186221649,5.87,21.84,17.19,74.01,1.36,,4
690.5,-9.29,783.38,2056,1132.75,-8.45,897.38,2055.81,186.75,-115.16,718,-1.75,21.74,579.91,65.9716,50.7752,41.3807,367.61,329.35,3.042160121,3.042160121,5.59,21.06,15.92,73.06,1.32,,0
1172,-6.85,683.25,1070.5,1348.5,-11.05,639,1070.56,799.5,-35.82,1205.62,-7.34,42.66,836.88,58.4371,51.2552,41.499,513.14,446.54,6.711640899,6.711640899,5.61,21.95,17.83,78.01,1.42,,1
1092.62,-20.5,664,2704.75,1192.5,-8.8,905.88,2647.81,904.25,-44.57,1192.5,-8.81,8.44,851.72,54.5623,49.9946,42.8899,530.51,461.46,6.125634562,6.125634562,5.85,22.47,17.76,75.49,1.36,,2
1313,-26.27,744.38,1974.75,1809.75,-1.3,935.88,1108.75,1069,-72.53,1809.88,-1.32,10.9,973.67,59.6202,49.5024,45.4529,507.62,450.99,7.388087684,7.388087684,5.47,21.34,17.99,80.2,1.37,,1
1300.62,-51.27,879.88,1891,1587.5,-28.73,930.88,1734,741,-161.15,1587.5,-28.72,25.39,1042.29,58.1187,52.9242,46.3746,520.24,480.76,6.784345352,6.784345352,5.37,21.25,17.91,81.53,1.42,,2
1300.62,-51.27,879.88,1891,1587.5,-28.73,930.88,1734,741,-161.15,1587.5,-28.72,25.39,1042.29,58.1187,52.9242,46.3746,520.24,480.76,6.784345352,6.784345352,5.37,21.25,17.91,81.53,1.42,,1
1313,-26.27,744.38,1974.75,1809.75,-1.3,935.88,1108.75,1069,-72.53,1809.88,-1.32,10.9,973.67,59.6202,49.5024,45.4529,507.62,450.99,7.388087684,7.388087684,5.47,21.34,17.99,80.2,1.37,,0
737.5,-17.26,713.88,1321.5,1088.25,-1.2,849.62,1025.75,344,-74.43,1088.12,-1.19,108.75,707.17,56.0141,54.7701,43.9887,527.87,438.14,3.879739196,3.879739196,6.25,20.03,16.01,77.74,1.29,,3
1197.75,-57.51,800.88,2741.5,1492,-13.76,1078.25,2072.75,917.5,-120.18,1492.12,-13.79,3.08,1068.48,56.812,50.8962,43.1853,424.31,386.78,5.259950573,5.259950573,5.61,21.87,17.63,76.4,1.36,,2
1394.12,-56.29,964.25,1907.25,1652.25,-33.95,1003.25,1854.75,859.75,-164.21,1652.38,-33.97,31.58,1046.6,54.6833,49.7822,43.924,494.62,455.81,5.99849655,5.99849655,5.57,21.89,18.05,78.96,1.44,,0
755.5,-58.22,686.12,2232.75,1609.25,-0.2,1623.25,1727.12,415,-123.78,1609.38,-0.21,19.41,857.1,54.5812,47.6866,38.4562,540.75,454.32,4.102455279,4.102455279,5.42,20.82,17.53,81.71,1.45,,1
1085.62,-54.25,674.12,1916.5,1834.5,-6.88,895.62,1551.87,201.5,-200.69,1834.5,-6.9,43.83,858.85,55.2293,47.0363,46.2877,640.43,581.82,7.708839251,7.708839251,5.08,20.15,17.38,85.46,1.47,,2
624.88,-55.31,763.5,2335,1569.5,-0.1,1594.25,1697.62,522.75,-86.97,1569.38,-0.12,16.22,845.7,53.1009,48.2975,31.9156,498.96,380.6,2.602616393,2.602616393,5.78,21.52,17.26,76.71,1.39,,2
894.62,-35.25,849.62,1616.5,1016.25,-48.85,1038.88,1616.51,287.25,-123.97,928,-20.21,88.57,572.44,51.8438,43.8771,40.2383,525.76,454.64,4.042901355,4.042901355,5.47,21.14,17.35,78.58,1.53,,2
660.25,-57.5,742.38,2085,951.88,-27.48,996.12,1820.01,221.12,-130.81,951.88,-27.46,34.3,719.32,56.0379,46.6886,45.7774,748.85,648.23,5.027100563,5.027100563,5.32,20.88,17.2,79.94,1.49,,0
542,-36.84,695.62,8502,1021,-0.51,1302.62,1587.76,263.88,-115.22,1021,-0.52,30.54,716.94,53.518,47.5952,42.3109,702.35,584.58,3.68634515,3.68634515,5.43,20.39,16.92,80.97,1.51,,1
516.25,-26.37,681.25,1546.25,768.75,-2.6,1074.5,1291.51,105.75,-178.59,768.75,-2.59,59.34,594.1,62.2323,50.2126,39.3205,489.14,458.36,3.236635921,3.236635921,4.97,17.65,15.6,87.95,1.22,,1
660.25,-57.5,742.38,2085,951.88,-27.48,996.12,1820.01,221.12,-130.81,951.88,-27.46,34.3,719.32,56.0379,46.6886,45.7774,748.85,648.23,5.027100563,5.027100563,5.32,20.88,17.2,79.94,1.49,,0
650.88,-56.53,726,2040.5,948.75,-26.48,954,1775.26,184.88,-132.38,948.75,-26.52,40.3,668.66,55.0394,45.2278,43.4688,696.23,620.3,4.718398059,4.718398059,5.54,20.91,16.86,78.26,1.48,,0
846.38,-22.9,981.12,1646.5,1328.25,-21.32,1000.38,1646.51,814.12,-75.16,844.38,-21.4,39.17,616.51,39.7785,34.9766,27.6505,333.48,280.33,1.602710783,1.602710783,5.35,22.03,19.08,83.53,1.55,,0
574.62,-60.12,856.25,2147.25,968.5,-14.79,1241.62,1880.76,255.88,-128.41,968.5,-14.77,28.56,715.88,55.2929,44.879,39.7941,639.98,542.92,3.288257379,3.288257379,5.61,21.45,16.98,75.99,1.51,,0
590.91,-48.89,1040.5,1839.75,688.56,-78.34,1121.12,1839.75,579.25,-105.34,553.94,-44.44,49.5,696.59,35.7153,38.2187,36.7363,440.38,406.4,1.371586084,1.371586084,5.97,21.28,18.42,84.26,1.55,,0
0,,705.75,,8.25,-12.28,1972.03,3299.17,0,-9999,8.31,-12.29,0,-25.73,53.6557,41.3943,31.5524,601.27,414.15,0,0,5.87,4.22,3.2,95.7,0.5,,1
0,,705.75,,8.25,-12.28,1972.03,3299.17,0,-9999,8.31,-12.29,0,-25.73,53.6557,41.3943,31.5524,601.27,414.15,0,0,5.87,4.22,3.2,95.7,0.5,,0
34.97,-54.48,926.38,4714.25,804.19,-0.01,1388.88,2702.38,804.19,0,222,-0.84,7.23,221.82,39.1343,27.9737,32.0362,326.68,306.78,0.075124153,0.075124153,6.98,15.61,11.09,75.45,0.81,,0
5.97,-72.73,851.62,1546.75,698.69,-0.01,1319.5,2651.62,698.69,0,117.62,-0.21,5.96,199.44,29.0864,22.5799,30.5122,271.89,270.95,0.009005085,0.009005085,7,15.03,10.55,75.45,0.79,,0
591.22,-18.9,799.12,1330.25,917.38,-14.29,837.62,984.75,615.5,-38.14,875.59,-1.14,109.35,251.95,30.905,33.4253,37.5997,351.82,337.57,1.234497089,1.234497089,6.75,13.76,10.88,81.67,0.85,,0
591.22,-18.9,799.12,1330.25,917.38,-14.29,837.62,984.75,615.5,-38.14,875.59,-1.14,109.35,251.95,30.905,33.4253,37.5997,351.82,337.57,1.234497089,1.234497089,6.75,13.76,10.88,81.67,0.85,,1
621.97,-18.75,1002.75,1538.5,892.62,-22.09,974.12,1333.25,705.12,-36.74,765.41,-5.14,98.35,361.23,45.1292,37.731,29.6987,238.14,212.49,0.991330261,0.991330261,6.98,16.38,11.39,72.07,0.88,,0
623.38,-6.75,1025.88,1386.25,866.5,-2.92,969.75,1038,544.88,-8.36,723.56,-2.21,111.55,410.7,72.8336,46.9648,22.9913,165.48,196.19,1.446181222,1.446181222,7.34,19.38,10.59,57.03,0.88,,0
140.53,-49.45,1062.25,2279.75,479.44,-34.52,979,2448.5,479.44,-34.54,131.25,-58.81,12.85,310.15,29.7921,35.7727,29.9806,221.1,202.77,0.13268129,0.13268129,6.67,13.06,10.92,86.32,0.76,,1
794.72,-0.94,673.5,1675,1256.25,0.01,480.25,526.25,608.88,-8.26,1064.75,0,101.26,550.24,86.44,50.6497,31.5414,386.44,334.31,5.07731692,5.07731692,6.72,20.39,15.02,71.87,1.12,,1
309.03,-5.51,616.88,1114.75,676.31,0.01,734.62,1015.75,676.31,-0.01,344.88,-2.37,74.27,177.78,28.0778,27.8976,19.8127,162.41,138.39,0.276806981,0.276806981,6.74,13.02,11.82,91.59,0.9,,0
711.66,-16.09,620.62,1966.75,1096.19,-2.93,489.88,1860.5,677.88,-17.92,901.62,-6.25,93.89,533.62,85.1474,49.357,32.0629,381.91,342.61,4.772837593,4.772837593,6.98,20.79,15.14,70.14,1.12,,0
538.12,-26.99,1147.88,1502.25,1239.44,-9.66,1114.38,1248.75,389.75,-84.78,713.5,-10.07,153.01,434.04,76.6725,43.0056,34.8177,259.45,280.53,1.643794707,1.643794707,7.55,17.43,10.22,64.22,0.81,,1
1236.5,-1.52,677.5,909.25,1599,-0.48,679.75,727.25,529.5,-62.53,1483.75,-0.01,112.14,408.98,78.0252,53.2145,38.1094,477.33,408.42,8.685212376,8.685212376,5.99,20.63,15.33,70.07,1.26,,1
1236.5,-1.52,677.5,909.25,1599,-0.48,679.75,727.25,529.5,-62.53,1483.75,-0.01,112.14,408.98,78.0252,53.2145,38.1094,477.33,408.42,8.685212376,8.685212376,5.99,20.63,15.33,70.07,1.26,,1
1318.81,-4.86,631.88,1829.25,1757,-0.01,509.12,1724.25,810.06,-44.85,1504.81,-0.57,91.82,554.26,83.6858,50.3047,40.2278,518.25,469.16,11.80668354,11.80668354,6.26,21.95,16.02,66.73,1.24,,1
1.38,-168.25,1663.75,4118.5,500.81,-86.22,1676.75,2865.38,89.12,-195.29,45.31,-109.96,0,366.63,84.7734,47.2413,34.7665,329.75,375.38,0.002461052,0.002461052,6.89,17.43,9.83,61.66,0.73,,0
1126.5,-4.46,584.88,1011,1266.5,-0.25,782.12,962.62,529.06,-41.92,1266.5,-0.27,134.52,445.29,76.3528,46.7765,35.8721,540.87,439.25,8.910661642,8.910661642,6.4,20.71,15.92,74.13,1.31,,2
337.62,-26.9,469,2253,393,-17.04,737.5,2253,277.19,-42.92,393,-17.02,37.95,300.73,89.4121,51.0547,32.9218,396.75,367,2.826926163,2.826926163,6.02,15.97,14.25,91.11,1.15,,1
957.25,-4.62,636.62,1148,1151.19,-0.63,684.88,951.88,351,-49.38,1151.19,-0.65,132.37,333.51,82.3682,50.2304,34.6128,507.91,431.7,7.734507547,7.734507547,6.44,19.51,15.25,76.89,1.33,,1
715.06,-20.56,575,2254.25,929.25,-0.41,1014.88,2036.88,844.81,-9.95,929.25,-0.4,45.72,452.04,86.0009,46.9333,37.7875,518.73,478.95,6.995186089,6.995186089,6.27,19.04,16.93,90.08,1.29,,3
597.56,-17.09,509.38,2333,905.56,-0.5,986.38,2278,610.19,-22.29,697.19,-4.9,36.46,382.26,86.4849,49.0825,34.6228,444.27,412,5.289744745,5.289744745,6,17.71,16.42,93.87,1.3,,2
652.38,-29.62,887.75,1599.25,743.12,-8.16,1059.12,1394.5,375,-95.95,743.12,-8.15,99.4,377.23,72.2377,45.0004,26.7327,334.45,258.95,2.26220328,2.26220328,6.73,16.18,11.96,74.41,0.99,,1
429.91,-41.83,645.5,7579.5,1076.5,-0.01,984.38,1032.75,271.75,-79.17,1076.5,-0.03,50.08,367.46,72.7818,44.7384,42.69,716.69,648.33,4.579564882,4.579564882,6.15,19.16,15.4,78.16,1.34,,3
114.28,-62.08,673.25,2673.38,305.5,-5.83,1616.25,2277.25,115.5,-71.61,305.44,-5.84,8.02,292.15,75.1092,45.8167,35.1959,493.08,448,0.850313801,0.850313801,6.21,16.91,13.9,81.76,1.21,,1
