ml_cape,ml_cin,ml_lcl,ml_lfc,mu_cape,mu_cin,mu_lcl,mu_lfc,sb_cape,sb_cin,best_cape,best_cin,cape0_3km,dn_cape,shr6,shr3,shr1,srh3,srh1,STP T03,STP T03 >0,lr0_3km,tmp_sfc,dwp_sfc,rh_sfc,pw,,magnitude
634.62,-165.51,1102.12,2873.75,960.88,-0.03,,,,-241.71,,,0.84,1168,52.2716,,30.9968,446.64,332.06,,,5.26,19.93,17.42,,1.24,,0
1589,-3.01,701.12,701.25,2550.62,0.01,,,,0.01,,,186.01,1058,36.8449,,11.7317,124.54,62.15,,,6.82,25.86,19.68,,1.22,,0
1713,-3.77,1159.25,1231.5,2254.88,-0.01,,,,0.02,,,149.5,1138.97,44.7506,,19.2854,250.23,142.1,,,7.43,28.77,18.46,,1.28,,0
1344.88,-3.28,712.12,1033.25,1481.88,-7.98,,,,-21.61,,,88.39,1139.81,40.0933,,20.825,247.44,119.32,,,6.16,23.22,19.19,,1.61,,1
1344.88,-3.28,712.12,1033.25,1481.88,-7.98,,,,-21.61,,,88.39,1139.81,40.0933,,20.825,247.44,119.32,,,6.16,23.22,19.19,,1.61,,0
670.44,-45.28,1399.5,2127.25,1605.25,-40.61,,,,-40.62,,,32.99,1023.74,51.1652,,29.1608,461.2,275.12,,,6.85,25.61,18.98,,1.33,,2
735,-25.67,2402.5,2968.25,772.12,-18.35,,,,-16.16,,,0.11,1352.34,19.9376,,2.28694,11.65,9.11,,,8.52,31.04,11.61,,1.16,,0
1520,-1.56,801.19,870.75,2291.62,0.01,,,,-0.03,,,195.22,828.81,33.0825,,15.8882,165.01,102.27,,,7.15,25.9,20.59,,1.58,,1
1791.5,-1.89,1107.5,1212.25,2144.25,0.01,,,,0.02,,,110.75,1360.63,59.3315,,11.5123,172.48,78.86,,,7.57,26.87,18.06,,1.4,,1
1819.12,-3.49,938.5,1288,2115.12,-1.38,,,,-6.76,,,116.24,1238.69,57.4962,,10.6227,222.59,60.97,,,6.95,25.13,18.97,,1.39,,1
1819.12,-3.49,938.5,1288,2115.12,-1.38,,,,-6.76,,,116.24,1238.69,57.4962,,10.6227,222.59,60.97,,,6.95,25.13,18.97,,1.39,,1
828.88,-18.97,903.5,1285,1057.88,-38.66,,,,-38.68,,,126.95,844.56,36.3029,,17.2328,113.34,80.46,,,6.58,22.7,19.03,,1.4,,1
1788.5,-16.71,1382.12,1668,2070.12,-21.91,,,,-21.9,,,102.62,1295.12,56.3576,,8.29871,248.37,54.67,,,7.78,27.2,17.48,,1.32,,1
1788.5,-16.71,1382.12,1668,2070.12,-21.91,,,,-21.9,,,102.62,1295.12,56.3576,,8.29871,248.37,54.67,,,7.78,27.2,17.48,,1.32,,0
899.75,-0.34,487.75,581.5,1370.62,-2.34,,,,-2.33,,,186.02,352.91,23.4822,,15.4301,81.71,67.54,,,5.94,22.41,20.9,,1.71,,0
3661.88,-2.54,738.62,957.25,3930.38,-3.76,,,,-4.17,,,150.86,785.57,40.0151,,16.5928,236.67,79.8,,,6.26,28.31,23.54,,2.1,,1
3559.12,-0.44,615.88,803.5,4032,0,,,,-3.21,,,137.88,882.19,39.0818,,23.2401,293.53,138.5,,,6.12,27.29,23.86,,2.06,,0
3038.75,-4.65,501,958.75,3228.25,-3.26,,,,-3.28,,,158.09,592.5,33.6241,,19.8587,262.29,105.99,,,5.7,25.53,23.94,,2.12,,0
3459.75,-13.75,660.25,987,3770.88,-2.26,,,,-45.21,,,169.27,864.97,29.9693,,27.7127,354.9,189.84,,,5.81,26.1,23.76,,2.07,,1
1773.12,-24.24,544.5,1273.5,2231.75,-0.11,,,,-56.46,,,85.13,416.27,22.2376,,23.1372,321.18,179.61,,,5.26,23.28,21.84,,2.19,,0
2114.12,-0.61,633.88,681,3148.5,-2.86,,,,-2.84,,,209.53,345.58,25.3142,,14.6237,183.05,99.8,,,6.15,26.09,23.55,,1.96,,0
2114.12,-0.61,633.88,681,3148.5,-2.86,,,,-2.84,,,209.53,345.58,25.3142,,14.6237,183.05,99.8,,,6.15,26.09,23.55,,1.96,,0
1544,-0.29,752,799.5,2609.25,-5.42,,,,-5.38,,,131.89,603.68,26.5648,,16.9256,157.54,99.52,,,5.87,25.86,23.05,,1.91,,0
1902.38,-2.05,664.12,822.5,2606.25,-9.52,,,,-9.52,,,140.44,658.12,24.7814,,21.6616,212.35,163.2,,,5.85,24.88,23.11,,1.94,,0
1902.38,-2.05,664.12,822.5,2606.25,-9.52,,,,-9.52,,,140.44,658.12,24.7814,,21.6616,212.35,163.2,,,5.85,24.88,23.11,,1.94,,0
1760.25,-3.29,884.88,885,2340,0.02,,,,-0.03,,,130.74,1110.99,20.9537,,3.89693,77.92,18.51,,,6.34,27.88,20.53,,1.36,,0
1367.38,-44.86,783.38,1717.25,1614.62,-40.78,,,,-76.91,,,36.93,1143.52,26.448,,32.3441,286.01,244.36,,,5.37,24,21.53,,1.96,,0
715.12,-1.4,675.69,675.75,1233.25,0.01,,,,0.03,,,200.78,177.88,36.7564,,16.193,125.75,73.74,,,6.72,25.68,20.91,,1.99,,1
571.12,0,487.88,487.75,1223.5,0.01,,,,-1.92,,,189.46,81.6,32.561,,21.8222,80.37,83.98,,,5.75,23.22,22,,2.03,,0
1086.12,-15.12,672.12,1745.5,1222.38,-20.52,,,,-20.48,,,61.34,709.79,14.5667,,20.7937,82.35,46.23,,,5.75,25.5,22.39,,2.1,,0
1752.38,-7.43,659.75,980.5,1857.62,-9.11,,,,-15.04,,,119.14,957.1,19.8106,,15.5991,125.05,40.29,,,6.17,26.73,23.09,,2.13,,1
1752.38,-7.43,659.75,980.5,1857.62,-9.11,,,,-15.04,,,119.14,957.1,19.8106,,15.5991,125.05,40.29,,,6.17,26.73,23.09,,2.13,,1
1752.38,-7.43,659.75,980.5,1857.62,-9.11,,,,-15.04,,,119.14,957.1,19.8106,,15.5991,125.05,40.29,,,6.17,26.73,23.09,,2.13,,0
664.75,-0.62,732.62,799.75,1008.25,0.01,,,,0.02,,,173.61,210.48,34.01,,18.093,151.74,92,,,6.78,26.19,20.61,,1.99,,0
1052.5,-9.05,664.5,1048,1207.62,-8.49,,,,-45.45,,,187.26,241.64,22.305,,27.0178,248.38,172.3,,,5.47,23.42,21.94,,2.15,,0
1067.12,-1.68,1089.25,1161.25,1352.12,-0.46,,,,-25.45,,,159.28,335.45,16.3488,,6.52534,33.22,19.89,,,7.28,18.1,11.38,,0.94,,0
715.25,-2.75,751.25,1075,995,-9.13,,,,-9.09,,,120.32,641.83,11.281,,19.7549,61.66,52.88,,,5.97,26.01,22.15,,2.01,,1
716.25,-1.47,1101.88,1264.75,812,-0.49,,,,0.01,,,86.86,822.14,20.6546,,4.03517,115.08,25.62,,,7.07,21.24,11.52,,0.88,,0
1031.5,-0.28,668.38,765,2048.88,0.01,,,,-0.02,,,155.97,455.36,31.9135,,26.4637,195.75,153.93,,,5.87,25.32,22.63,,1.99,,0
1291.75,-11.27,830.88,947,1752,-4.41,,,,-32.85,,,172.84,256.06,23.0436,,34.055,348.31,290.89,,,5.93,26.18,22.31,,2.19,,0
2113,-7.1,645.25,852.5,2252.88,-8.66,,,,-23.97,,,193.89,1041.29,26.1184,,26.8438,273.29,174.95,,,5.54,26.73,23.63,,1.8,,1
2113,-7.1,645.25,852.5,2252.88,-8.66,,,,-23.97,,,193.89,1041.29,26.1184,,26.8438,273.29,174.95,,,5.54,26.73,23.63,,1.8,,1
196.75,-1.46,802,978.5,335,-18.26,,,,-18.27,,,94.94,324.7,23.0447,,4.75723,-31.64,-19.59,,,6.64,9.32,7.31,,0.58,,0
431.75,-0.01,571.88,571.75,854.38,-0.01,,,,0.01,,,58.54,219.9,24.6931,,17.8914,57.9,36.38,,,6,23.71,19.84,,1.84,,0
431.75,-0.01,571.88,571.75,854.38,-0.01,,,,0.01,,,58.54,219.9,24.6931,,17.8914,57.9,36.38,,,6,23.71,19.84,,1.84,,0
1200.25,-0.54,757.62,845.75,1936.12,-0.01,,,,0.01,,,157.05,580.31,49.5124,,19.5752,243.2,116.31,,,6.48,27,22.28,,2.02,,1
1186.62,-1.51,898.25,946.75,2079.25,-0.01,,,,0.01,,,161.47,543.78,46.9527,,14.5971,191.15,71.14,,,6.77,28.63,22.02,,1.97,,0
291.5,-27.7,2236.75,2674.25,552.5,-1.18,,,,-1.17,,,8.85,1063.25,21.9492,,5.28186,55.88,22.51,,,8.93,24.65,7.28,,0.73,,1
1768.38,-5.44,725.62,1003.75,2089.5,-18.23,,,,-18.26,,,144.86,386.5,26.5322,,24.7892,213.98,134.53,,,6.17,25.66,22.35,,2.08,,1
1929.12,-7.25,636.62,849.25,2267.75,-3.95,,,,-31.82,,,187.01,586.94,27.9309,,26.4473,261.05,152.24,,,5.8,24.28,22.29,,1.94,,1
1075.75,-0.94,729.88,894.25,1548.88,-1.32,,,,-1.32,,,169.45,402.04,34.7144,,14.4385,227.28,114.3,,,6.31,26.6,22.61,,2.18,,1
932.5,-1.81,615.88,1085.75,971.5,-1.89,,,,-16.57,,,81.11,411.79,40.629,,37.2928,340.7,239.17,,,4.95,22.2,21.42,,1.98,,1
1576.5,-2.1,884.88,1001.75,2232.75,-0.01,,,,0.01,,,123.9,504.45,37.5205,,22.4653,435.11,212.3,,,6.35,29.47,23.16,,2.2,,0
909,-22.2,751.75,1499,1028.38,-20.45,,,,-20.45,,,94.51,716.88,25.1461,,24.6296,211.84,133.87,,,5.93,25.02,21.29,,1.75,,0
909,-22.2,751.75,1499,1028.38,-20.45,,,,-20.45,,,94.51,716.88,25.1461,,24.6296,211.84,133.87,,,5.93,25.02,21.29,,1.75,,0
1021.06,-22.54,817.12,1444.5,1461.75,-13.3,,,,-13.29,,,97.61,804.23,24.4221,,22.7579,182.56,109.52,,,6.06,25.5,21.84,,1.64,,0
317.25,-10.4,2206.38,2420.25,1087,0.01,,,,0.01,,,17.83,832.86,23.1167,,12.2682,65.2,33.91,,,9.13,25.16,9.02,,0.76,,0
1397.5,-26.55,888.62,1344.75,2098.62,-28.57,,,,-40.57,,,80.65,368.34,24.1642,,25.491,313.58,214.49,,,5.56,24.48,23.28,,2.11,,0
2389.75,-64.93,1081,1944.5,3136.12,-75.3,,,,-89.08,,,62.83,1396.04,28.0451,,20.6008,203.5,182.54,,,5.94,23.93,21.4,,1.27,,0
498.25,-36.9,826.62,1439.5,762.12,-31.6,,,,-112.44,,,62.16,174.32,28.9841,,28.3851,278.42,264.9,,,5.11,22.61,20.29,,2.16,,0
4676,-7.68,1163.75,1266.25,4755.25,-46.49,,,,-46.49,,,90.9,1024.88,23.0395,,14.3779,91.08,78.65,,,6.6,29.55,22.79,,1.47,,0
5067.25,-13.05,1165.62,1280.5,5400.5,-22.08,,,,-22.08,,,146.59,1270.88,21.1001,,11.4721,93.42,53.2,,,6.96,31.29,23.49,,1.59,,0
4008.5,-58.33,1223.88,1902.75,5488.5,-38.27,,,,-54.46,,,108.24,1184.63,26.1894,,18.1882,133.33,116.92,,,6.89,27.44,23.97,,1.45,,0
4317,-16.78,1192.62,1695.25,4799.5,-34.37,,,,-34.37,,,106.34,1594.9,29.0364,,13.4923,174,93.3,,,6.87,30.05,23.31,,1.78,,0
4317,-16.78,1192.62,1695.25,4799.5,-34.37,,,,-34.37,,,106.34,1594.9,29.0364,,13.4923,174,93.3,,,6.87,30.05,23.31,,1.78,,0
4456.25,-18.34,1015.88,1608.25,4656.75,-59.46,,,,-59.46,,,127.18,1297.4,30.8703,,16.681,193.36,121.83,,,6.42,27.83,23.45,,1.82,,0
4456.25,-18.34,1015.88,1608.25,4656.75,-59.46,,,,-59.46,,,127.18,1297.4,30.8703,,16.681,193.36,121.83,,,6.42,27.83,23.45,,1.82,,0
4584.25,-26.28,940.75,1598.25,5339.75,-22.87,,,,-22.87,,,128.99,1349.15,30.5225,,16.3277,145.57,108.22,,,6.76,28.16,23.96,,1.6,,1
4556,-6.36,847.88,1270.25,4817.75,-9.66,,,,-9.66,,,164.19,1315.04,27.8962,,16.3124,174.08,112.53,,,6.89,28.49,23.19,,1.84,,1
4491.75,-4.46,884.62,1117.25,5145,-1.75,,,,-1.75,,,140.02,1675.86,31.354,,14.4596,187.83,101.99,,,7.06,29.26,24.01,,1.97,,1
4203,-43.92,918.5,1850.75,4594,-29.6,,,,-53.19,,,93.13,1323.98,32.1991,,17.2355,144.53,116.98,,,6.29,27.64,23.15,,1.52,,2
4203,-43.92,918.5,1850.75,4594,-29.6,,,,-53.19,,,93.13,1323.98,32.1991,,17.2355,144.53,116.98,,,6.29,27.64,23.15,,1.52,,1
2280.25,-30.46,906.12,1463.25,2429.5,-52.18,,,,-70.84,,,94.3,1360.65,44.2714,,16.9244,215.22,108.08,,,5.36,26.38,23.4,,1.96,,1
2585.75,-12.87,1125.38,1313,3429,-24.12,,,,-24.12,,,93.58,1378.34,46.9289,,15.2538,177.76,94.62,,,6.29,29.48,23.34,,1.83,,0
2300.12,-4.58,1212.62,1350.25,2815.75,-30.47,,,,-30.47,,,50.13,1382.07,45.9337,,11.0415,143.43,71.89,,,6.34,29.9,22.77,,1.85,,0
3405,-0.33,907.62,957.25,3919.25,0,,,,0,,,227.27,1077.69,48.0262,,10.5413,133.11,67.61,,,7.41,29.08,22.91,,1.79,,0
4785.88,-61.95,1837.12,2385.5,5930.75,-67.81,,,,-67.81,,,27.79,1878.51,45.9716,,4.6245,95.97,3.46,,,7.54,34.81,23.58,,2.01,,1
4785.88,-61.95,1837.12,2385.5,5930.75,-67.81,,,,-67.81,,,27.79,1878.51,45.9716,,4.6245,95.97,3.46,,,7.54,34.81,23.58,,2.01,,3
2579,-2.01,1040.12,1040,2831.5,-10.41,,,,-10.41,,,125.93,1326.82,41.4996,,12.5357,153.7,71.45,,,6.42,29.73,22.63,,1.9,,0
4718,-9.04,552.88,985,4887.5,-3.1,,,,-27.72,,,143.97,1147.07,42.4573,,25.1814,298.8,212.62,,,5.82,27.02,25.09,,2.09,,0
4306.75,-29.44,586.12,1238.25,5022.5,-9.4,,,,-151.2,,,114.25,812.55,40.973,,28.8327,269.42,235.88,,,5.65,25.43,23.41,,2.17,,0
4423.25,-23.03,811.12,1577.75,4936,-12.5,,,,-112.38,,,92.96,1358.86,46.2596,,28.4004,349.56,307,,,5.53,26.42,24.02,,1.91,,1
4423.25,-23.03,811.12,1577.75,4936,-12.5,,,,-112.38,,,92.96,1358.86,46.2596,,28.4004,349.56,307,,,5.53,26.42,24.02,,1.91,,1
507.75,-47.07,794.12,2645.75,891.88,-5.25,,,,-57.24,,,5.55,438.27,37.9155,,16.6564,185.41,149.75,,,5.34,22.78,20.24,,1.99,,0
2237.12,-0.01,697.75,697.75,2891.5,-0.01,,,,0,,,71.44,954.33,48.3403,,13.6042,271.2,130.53,,,5.97,27.13,23.47,,1.96,,0
2237.12,-0.01,697.75,697.75,2891.5,-0.01,,,,0,,,71.44,954.33,48.3403,,13.6042,271.2,130.53,,,5.97,27.13,23.47,,1.96,,1
4150.75,-2.98,557.5,557.5,5403.5,-0.01,,,,0.01,,,254.43,926.84,39.5161,,11.8632,220.72,87.67,,,6.81,30.23,25.48,,2.06,,1
2820.75,-4.5,903.75,1030.5,2940.5,-0.59,,,,-24.61,,,87.67,1008.06,35.5605,,14.8841,270.2,110.04,,,5.86,29.38,23.15,,1.96,,1
2101.88,-0.12,761.5,859,2827,-0.32,,,,-0.31,,,181.82,1006.57,35.3734,,19.6603,227.46,131.45,,,6.57,26.96,23.16,,1.94,,1
3312.12,-7.53,796.25,1250.75,3343.12,-5.93,,,,-29.86,,,116.86,700.32,30.5585,,21.0498,114.21,77.68,,,6.19,29.37,23.91,,2.57,,1
3312.12,-7.53,796.25,1250.75,3343.12,-5.93,,,,-29.86,,,116.86,700.32,30.5585,,21.0498,114.21,77.68,,,6.19,29.37,23.91,,2.57,,1
4130.25,-4.44,1066.62,1313.75,4555.5,-0.05,,,,-0.05,,,125.04,1416.88,35.7855,,18.3813,141.93,81.34,,,6.53,32.91,24.5,,2.06,,0
4130.25,-4.44,1066.62,1313.75,4555.5,-0.05,,,,-0.05,,,125.04,1416.88,35.7855,,18.3813,141.93,81.34,,,6.53,32.91,24.5,,2.06,,0
3706.12,-7.53,869.75,1222.5,3654.88,-19.27,,,,-12.24,,,139.4,1282.07,33.1124,,19.6332,113.31,68.99,,,6.2,30.72,24.23,,2.19,,0
3706.12,-7.53,869.75,1222.5,3654.88,-19.27,,,,-12.24,,,139.4,1282.07,33.1124,,19.6332,113.31,68.99,,,6.2,30.72,24.23,,2.19,,0
3706.12,-7.53,869.75,1222.5,3654.88,-19.27,,,,-12.24,,,139.4,1282.07,33.1124,,19.6332,113.31,68.99,,,6.2,30.72,24.23,,2.19,,1
1939.25,-13.33,655.25,1239.75,2547.25,-0.05,,,,-110.18,,,90.6,459.26,24.1173,,16.9318,114.55,77.42,,,5.18,25.62,21.72,,2.45,,0
2682.75,-1.7,573.12,573,3993.5,0.01,,,,0.02,,,190.88,548.01,32.6788,,20.0624,291.31,134.81,,,6.55,28.27,24.76,,2.29,,0
2384.5,-0.87,644.5,786.25,2915.75,-2.18,,,,-2.17,,,157.3,587.27,34.55,,18.9403,351.75,136.76,,,6.11,27.38,24.23,,2.36,,1
2384.5,-0.87,644.5,786.25,2915.75,-2.18,,,,-2.17,,,157.3,587.27,34.55,,18.9403,351.75,136.76,,,6.11,27.38,24.23,,2.36,,1
779,-16.57,508.62,2352.25,1089,-0.03,,,,-10.92,,,19.03,489.24,31.3882,,29.1418,338.61,247.21,,,5.08,24.06,22.39,,2.29,,1
1901.38,-9.2,690.38,1074.25,2300.5,-13.43,,,,-22.48,,,139.16,516.06,27.6859,,24.5288,206.44,148.44,,,5.74,25.61,23.65,,2.24,,2
2308.5,-3.26,648.12,999,2730.38,-6.12,,,,-17.55,,,160.16,522.43,28.9066,,25.5916,272.28,174.68,,,5.98,26.25,23.68,,2.26,,2
1859.12,-0.59,565.5,565.5,3591.62,0.01,,,,0,,,178.05,1107.68,33.0811,,16.0754,175.12,111.46,,,6.22,25.71,23.91,,1.75,,0
532.75,-7.63,493.25,2077.75,865.12,-0.05,,,,-63.43,,,19.99,335.24,22.1099,,30.6741,347.92,225.05,,,4.67,22.73,21.59,,2.29,,0
2360.81,-30.49,743.5,1370.5,3361.88,-1.04,,,,-89.21,,,120.95,400.01,35.1492,,30.5002,361.77,301.47,,,5.56,25.64,23.03,,2.36,,2
2477,-23.68,886,2053.5,2967,-2.75,,,,-51.13,,,61.44,1480.12,22.0528,,11.2245,169.75,79.71,,,6.15,27.85,22.24,,1.81,,1
2477,-23.68,886,2053.5,2967,-2.75,,,,-51.13,,,61.44,1480.12,22.0528,,11.2245,169.75,79.71,,,6.15,27.85,22.24,,1.81,,1
994.5,-135.04,1078.75,2782.5,1162.75,-69.21,,,,-241.21,,,2.23,1125.74,49.3067,,17.7231,296.99,154.87,,,5.52,23.52,17.62,,1.56,,0
1447,-77.76,1140.62,2530.75,1648.75,-61.11,,,,-145.65,,,16.26,1051.43,47.3536,,17.8078,286.64,148.29,,,6.24,24.8,17.24,,1.48,,0
2404.62,-65.08,1317.62,2946,4077.12,0.01,,,,-120.24,,,0.01,1476.69,30.8864,,28.5663,506.66,309.21,,,5.4,26.89,21.28,,1.63,,1
1318,-206.35,1172.88,3469.5,2780.38,-0.94,,,,-274.72,,,0,1065.32,26.1857,,24.9892,380.58,249.82,,,4.8,23.82,20.3,,1.84,,0
1381.75,-149.13,1461.12,3457.75,2845.38,0,,,,-260.1,,,0,1436.63,24.0245,,17.6792,232.95,166.12,,,4.47,23.2,20.88,,1.57,,1
2519.44,-66.64,1169.75,2529,2779,-85.19,,,,-259.53,,,17.49,1578.79,32.2561,,21.5402,234.41,207.81,,,4.72,23.64,21.16,,1.62,,0
3995,-4.88,813.25,1393.75,4505.5,0,,,,0,,,185.11,922.56,28.8139,,15.976,141.14,70.37,,,7.3,30.45,24.09,,2.06,,0
3995,-4.88,813.25,1393.75,4505.5,0,,,,0,,,185.11,922.56,28.8139,,15.976,141.14,70.37,,,7.3,30.45,24.09,,2.06,,0
3064,0,596.12,644,3480.25,0,,,,-6.38,,,137.32,893.75,25.8264,,14.6849,126.37,62.51,,,6.01,26.87,23.46,,1.98,,1
3064,0,596.12,644,3480.25,0,,,,-6.38,,,137.32,893.75,25.8264,,14.6849,126.37,62.51,,,6.01,26.87,23.46,,1.98,,1
723.62,-32.29,1152.75,1700.25,1409,-32.35,,,,-38.69,,,95.07,624.49,15.3414,,3.86761,13.31,4.66,,,7.46,25.2,17.4,,1.55,,0
57.62,-11.98,2939,3007.5,132.12,0.01,,,,0,,,0.54,1023.14,12.0768,,0.911976,26.55,-2.51,,,9.85,27.14,3.38,,0.73,,0
939.5,-12.11,1281.5,1281.5,1255.5,-0.01,,,,0.01,,,150.3,678.4,29.7759,,4.35764,12.09,0.38,,,8.62,23.65,11.17,,1.02,,1
2984.12,-20.07,1446.12,1976,3972,-7.29,,,,-7.29,,,84.36,1506.8,38.5247,,10.4336,125.48,66.81,,,7.98,30.16,20.74,,1.61,,0
5013.62,-11.41,994.25,1176.75,5287.5,-1.66,,,,-63.92,,,137.58,1519.96,29.8689,,25.9286,344.89,184.99,,,6.47,29.29,24.74,,1.97,,1
3507.25,-109.82,1004.5,2452.25,4028.5,-78.82,,,,-243.48,,,30.36,1304.19,29.9096,,37.3127,472.91,380.49,,,5.15,26.25,22.91,,1.67,,0
3507.25,-109.82,1004.5,2452.25,4028.5,-78.82,,,,-243.48,,,30.36,1304.19,29.9096,,37.3127,472.91,380.49,,,5.15,26.25,22.91,,1.67,,0
2530,-46.82,785,1655.75,3296.62,-13.41,,,,-163.1,,,88.02,1244.88,29.8816,,17.5798,187.85,134.07,,,5.83,24.93,20.15,,1.72,,1
3323.12,-63.69,914.88,2226.75,3623.38,-49.16,,,,-188.01,,,48.39,1079.75,24.882,,35.9292,456.44,391.55,,,5.41,24.66,22.44,,1.8,,0
1754.5,-92.82,1088.88,2518.75,2337.38,-18.16,,,,-217.86,,,19.72,1246.75,29.6856,,21.7496,295.51,267.58,,,5.45,24.59,20.38,,1.71,,1
482.38,-204.61,1272.5,3421.5,1017.5,-39.03,,,,-314.61,,,0,1196.84,33.8485,,17.44,204.22,236.58,,,4.81,23.43,18.33,,1.26,,1
3404,-1.23,1051.38,1176.25,4082.5,-9.95,,,,-9.95,,,150.51,1343.04,43.6034,,6.53483,47.43,28.01,,,6.76,29.82,23.54,,1.55,,0
2594.62,-2.55,1034.25,1034.25,3416.25,-0.01,,,,-0.01,,,168.76,1193.56,33.9109,,6.57979,70.87,36.44,,,7.72,28.49,20.42,,1.48,,0
2735.12,-1.53,824.88,824.75,3496.5,-0.01,,,,-0.01,,,221.91,1128.26,33.233,,8.88739,54.31,40.39,,,7.17,27.32,21.23,,1.48,,0
1928.5,-18.46,2071.75,2534,2119.75,-16.04,,,,-10.14,,,18.38,1472.16,49.0473,,8.9712,115.09,16.79,,,8.56,31.53,15.07,,1.38,,0
954.62,-21.12,2019.38,2344.25,1146.38,-30.48,,,,-44.35,,,22.55,1125.16,11.924,,4.01214,40.98,10.76,,,8.03,26.92,11.84,,1.06,,0
3387.5,-6.21,993.25,1273,4018.5,-19.63,,,,-19.63,,,96.54,1284.13,28.0879,,18.7624,127.61,38.06,,,6.48,27.18,22.38,,2,,0
2726.5,-46.68,1024,2086.25,3351.88,-26.87,,,,-138.43,,,46.19,1235.73,29.5349,,19.104,88.36,62.69,,,6.18,24.96,20.19,,1.86,,0
1102.38,-4.55,898,1126.5,1475.25,-12.84,,,,-12.84,,,135.84,407.31,34.2023,,13.6806,77.65,45.01,,,6.44,27.24,22.27,,2.13,,0
1230.62,-54.12,1931.5,2559.25,2054.25,-61.25,,,,-83.59,,,20.15,924.12,25.7568,,4.67081,72.78,17.83,,,8.26,31.11,15.44,,1.67,,0
2134.5,-46.33,1927,2419.5,3126.38,-1.79,,,,-1.78,,,23.64,1689.75,31.2755,,2.77397,21.46,11.43,,,8.93,32.31,16.93,,1.4,,0
2134.5,-46.33,1927,2419.5,3126.38,-1.79,,,,-1.78,,,23.64,1689.75,31.2755,,2.77397,21.46,11.43,,,8.93,32.31,16.93,,1.4,,0
2890.25,-41.24,760.38,1521.25,3303.62,-5.33,,,,-210.13,,,106.09,1172.72,52.3056,,37.16,484.26,274.73,,,4.65,20.55,20.37,,1.59,,1
5708.38,-0.64,827.88,960.25,6718,-0.06,,,,-0.05,,,170.15,1634.94,27.9026,,6.7826,105.95,47.37,,,6.95,29.76,25.43,,1.66,,0
5708.38,-0.64,827.88,960.25,6718,-0.06,,,,-0.05,,,170.15,1634.94,27.9026,,6.7826,105.95,47.37,,,6.95,29.76,25.43,,1.66,,1
4319,-1.42,1077.5,1077.5,4455.25,0.01,,,,-0.01,,,166.75,1417.16,32.3884,,26.0623,303.39,220.04,,,7.53,30.56,21.52,,1.53,,1
0,0,-9999,-9999,0,-9999,,,,0,,,-9999,0,,,,-9999,-9999,,,-9999,30.76,21.08,,0,,0
809,-23.49,1274.88,1554.75,1069.5,-25.98,,,,-32.59,,,109.9,625.43,7.48858,,5.80539,-14.33,2.13,,,6.98,29.54,21.02,,2.01,,0
2796.12,-3.18,831.38,1037.75,4151.5,-12.03,,,,-12.03,,,165.05,997.97,35.101,,10.0344,97.06,47.62,,,6.16,27.52,25.09,,1.74,,0
1596.62,-0.28,615.38,663.25,2298.5,0,,,,-0.01,,,178.12,704.91,30.6471,,17.013,152.28,75.44,,,6.17,24.36,20.76,,1.52,,0
1741.12,-0.4,727.5,727.5,2330.5,0,,,,-0.01,,,179.45,977.35,31.9288,,17.8298,152.82,77.58,,,6.5,25.39,20.81,,1.47,,0
1457.75,-1.25,643.62,643.5,2222.62,0,,,,-0.01,,,159.9,924.23,31.4221,,20.219,210.32,103.18,,,6.17,24.35,20.75,,1.38,,0
1672,-0.82,652.62,749,2257.5,-2.47,,,,-9.12,,,164.51,998.92,31.8614,,21.3308,213.69,118.82,,,5.62,23.4,21.09,,1.47,,0
1601.25,-0.23,647.62,733.75,1982.25,-1.22,,,,-10.59,,,151.05,1072.23,40.5455,,24.7094,221.08,183.42,,,5.23,22.54,20.57,,1.49,,1
1422.38,-4.46,720.12,906,1649.75,-20.89,,,,-20.91,,,128.1,708.1,31.7403,,23.4798,259.54,157.15,,,5.51,23.09,20.66,,1.63,,0
1505.25,-0.36,739.88,838.75,2085.75,-0.02,,,,-0.04,,,102.5,1113.98,42.2466,,21.9541,194.9,150.84,,,5.7,24.24,20.44,,1.53,,0
1832.5,-0.24,709,817.5,2044.75,-0.71,,,,-11.78,,,134.42,1066.57,50.6374,,23.4139,266.86,219.87,,,5.68,23.94,19.88,,1.53,,0
1921.38,-10.98,982.5,1274,2609.88,-37.8,,,,-37.8,,,112.53,550.96,29.0999,,25.9483,262.68,207.46,,,5.84,26.91,24.05,,2.21,,0
987.5,-138.46,2452.12,3225.75,1217.75,-175.05,,,,-312.55,,,0,1200.39,28.0074,,7.44541,69.62,28.67,,,7.67,34.33,16.66,,1.78,,1
2174,-26.18,946.25,1440.75,2612.88,-45.86,,,,-45.87,,,99.03,573.08,24.3412,,22.8782,329.96,225.18,,,6.02,26.87,24.02,,2.27,,1
1461.5,-58.71,1016.25,1795.5,1591,-76.31,,,,-165.4,,,35.02,1386.91,30.707,,28.7991,99.91,102.58,,,5.38,26.21,22.77,,1.97,,0
355.88,-14,1447.62,1765.5,696.12,-4.47,,,,-4.48,,,64.48,603.94,42.8321,,17.8119,205.76,126.42,,,7.64,20.77,10.48,,0.87,,1
1669.75,-71.86,2153,2701.25,2017.75,-29.54,,,,-33.54,,,9.2,1868.62,15.4103,,13.3293,11.8,29.15,,,8.77,34.59,16.99,,1.65,,0
